<<<<<<< HEAD
tweet_id	text	hashtags	mentions	urls	created_at	user_id	screen_name
1180653433587687424	@Gianci27 There are very good data that indicate the figure is less than 2%.		Gianci27		2019-10-06 01:18:08+00:00	247857712	PeterLBrandt
1180499050598146048	@SJosephBurns Cut losses short		SJosephBurns		2019-10-05 15:04:40+00:00	247857712	PeterLBrandt
1180498427056140291	A great technical analyst cannot always be a good trader. A good trader is always a good risk manager -- it is what makes him/her a good trader. Trading and analysis are two different skill sets. A tiny percentage of traders possess both capabilities.				2019-10-05 15:02:12+00:00	247857712	PeterLBrandt
1180246178946076672	@NateSilver538 Pollsters with integrity attempt to measure attitudes and intentions in an unbiased manner. Not so in this case.		NateSilver538		2019-10-04 22:19:51+00:00	247857712	PeterLBrandt
1180149528848142336	There is some chart evidence that $XRP is bottoming against $BTC $XRPBTC https://t.co/TfvIbClTdP				2019-10-04 15:55:48+00:00	247857712	PeterLBrandt
1180081739949117440	@CrazyGabey Depends on the exact highs and lows used to determine projected targets. I am conservative in my determination. Look for think horizontal red lines on my charts. They will show you how my target is derived.		CrazyGabey		2019-10-04 11:26:26+00:00	247857712	PeterLBrandt
1179852386946486280	"Peter's weekly #crypto report on Bitcoin Live (for members) was published.Post: - ""Peter Brandt's Crypto Update, October 3, 2019 Edition""Link:  https://t.co/GTD53oW3lc https://t.co/V7QSMPkpg0"	crypto		https://buff.ly/2LKhT5a	2019-10-03 20:15:04+00:00	247857712	PeterLBrandt
1179787864160251904	@TechCharts Elliotticians claim continuation H&amp;S patterns do not exist. Tell that to Edwards and Magee. If the pattern was good enough for them, it is good enough for me. Elliottwavers need to stick with wave counts and leave patterns to us pure chartists		TechCharts		2019-10-03 15:58:40+00:00	247857712	PeterLBrandt
1179731075884556293	@AliceCrypt @SalsaTekila Absolutely correct. Difficult to follow another trader during good times, impossible during bad times. This is why each trader must develop their own approach.		AliceCrypt|SalsaTekila		2019-10-03 12:13:01+00:00	247857712	PeterLBrandt
1179365590668075008	@Sawcruhteez @casey_bowman Of course. Just do not ever ask anybody for money to be trained to use it.		Sawcruhteez|casey_bowman		2019-10-02 12:00:43+00:00	247857712	PeterLBrandt
1179203030908116993	@joaquinlife @ABCSharkTank @mcuban @CircadianOptics Joaquin, an even more amazing young lady -- and amazing product. She educated me on the entire subject of circadian lighting.		joaquinlife|ABCSharkTank|mcuban|CircadianOptics		2019-10-02 01:14:45+00:00	247857712	PeterLBrandt
1179201248995745792	Looking forward to watching special family friend Amber Leong on upcoming episode of @ABCSharkTank with @mcuban. I HIGHLY HIGHLY recommend her Circadian Optics Therapy Lamp https://t.co/VkunWbVm0U @CircadianOptics Go Amber. https://t.co/CcfRhOMj0b		ABCSharkTank|mcuban|CircadianOptics	http://bit.ly/2ZgZth2|https://twitter.com/mcuban/status/1178408555008974848	2019-10-02 01:07:40+00:00	247857712	PeterLBrandt
1179077403320213504	"@krugman25 Very possible. I would call the pattern a ""J"" hook"		krugman25		2019-10-01 16:55:33+00:00	247857712	PeterLBrandt
1179006904422543362	@IBKR Interactive Brokers is very good at many things -- and world class awful in other things. Whatever you do, do NOT trade spot forex at IB. I could not create more confusing reporting documents if I tried. Plus, rip-off spot forex roll charge structure.		IBKR		2019-10-01 12:15:25+00:00	247857712	PeterLBrandt
1179005698413334528	@StockDocMI Comes from the CFTC raw data https://t.co/nrLDs7GK1V		StockDocMI		2019-10-01 12:10:38+00:00	247857712	PeterLBrandt
1178872165912977408	Today's Public Blog post on the Factor Website.Mexican Peso or Brazilian Real?  Link to post:  https://t.co/ftoCEdAifv#Currencies https://t.co/dEjY7dkRUq	Currencies		https://buff.ly/2na97Uk	2019-10-01 03:20:01+00:00	247857712	PeterLBrandt
1178780464997421059	Against the backdrop of record all-time commercial short positions, Gold completed a H&amp;S top today. #Gold $GLD $GC_F https://t.co/Y19ekE6VMY	Gold			2019-09-30 21:15:38+00:00	247857712	PeterLBrandt
1178751001228124160	"Peter has a new Public Blog Post published.""Down in Latin America""Link: https://t.co/ftoCEdAifv#MexicanPeso #BrazilianReal https://t.co/qLAVNiGO9u"	MexicanPeso|BrazilianReal		https://buff.ly/2na97Uk	2019-09-30 19:18:33+00:00	247857712	PeterLBrandt
1178470875068342272	@SimonTwiss @TimFindlay @davidrberke @CaptPlumb My first plane -- age 35. Your guy is way ahead of my pace. https://t.co/npbXxUBNbk		SimonTwiss|TimFindlay|davidrberke|CaptPlumb		2019-09-30 00:45:26+00:00	247857712	PeterLBrandt
1178402850130579456	@williamgrahamiv @ICE_Markets @BitcoinLive1 @ledgerx @Bakkt @CFTC @paul_l_chou @juthica Do you have a link to an article?		williamgrahamiv|ICE_Markets|BitcoinLive1|ledgerx|Bakkt|CFTC|paul_l_chou|juthica		2019-09-29 20:15:07+00:00	247857712	PeterLBrandt
1178308877252792324	@williamgrahamiv @ICE_Markets My point was mainly about the failure of any exchange to launch a viable futures contract.		williamgrahamiv|ICE_Markets		2019-09-29 14:01:42+00:00	247857712	PeterLBrandt
1178308459772747776	@iamchrisani @ICE_Markets Chris, just a wild guess, but I think BTC bottoms at $5500 next Feb and then begins a bull move to $50,000		iamchrisani|ICE_Markets		2019-09-29 14:00:03+00:00	247857712	PeterLBrandt
1178296335029723136	Potentially, the ONE person who bought ONE ICE Oct $BTC contract and sold ONE ICE Nov BTC contract on Friday locked in an 8.5% annualized yield. I rank the success of the @ICE_Markets BTC futures contract right up there with Shelled Egg futures https://t.co/rWYoyUZWyD		ICE_Markets		2019-09-29 13:11:52+00:00	247857712	PeterLBrandt
1178105088428183552	@SimonTwiss @davidrberke @CaptPlumb Congrats to the young airman		SimonTwiss|davidrberke|CaptPlumb		2019-09-29 00:31:55+00:00	247857712	PeterLBrandt
1177937664135323649	"A Premium #Factormembers post was issued ""Factor Update, September 28, 2019"".   Please see here https://t.co/j3txUnBjJf for more details."	Factormembers		https://www.peterlbrandt.com/premium-reports/	2019-09-28 13:26:38+00:00	247857712	PeterLBrandt
1177930618648305664	@nateshbhat @Amit_Gulecha Actually, I wear my ability/willingness as a swing trader to change my opinion as a badge of honor. Nifty has remained in a 10% range (weekly closing price) for almost a year. No strong opinion has been judged as wrong.  Dogmatism is for losers.		nateshbhat|Amit_Gulecha		2019-09-28 12:58:39+00:00	247857712	PeterLBrandt
1177929519900102657	@THAITAMCUATUI7 Because the Peso is such a negative carry trade I prefer a better set up in the Brazilian Real. If I short the Peso it will be on close below .04800, risking 30 or 40 BPs.		THAITAMCUATUI7		2019-09-28 12:54:17+00:00	247857712	PeterLBrandt
1177594869650530304	@BrynneKKelly Highly recommend -- much better than the plastic cone https://t.co/RUKUkvAvht		BrynneKKelly	https://www.amazon.com/Original-Comfy-Recovery-Collar-Removable/dp/B000XY7CKE/ref=sxin_4_osp105-802d20e2_cov?ascsubtag=802d20e2-32f6-426a-89af-4eae3026c218&creativeASIN=B000XY7CKE&crid=2GO25PHDW2E9A&cv_ct_id=amzn1.osp.802d20e2-32f6-426a-89af-4eae3026c218&cv_ct_pg=search&cv_ct_wn=osp-search&keywords=comfy+cone+for+dogs&linkCode=oas&pd_rd_i=B000XY7CKE&pd_rd_r=208c9c19-36dc-46d7-a053-ee925af1d332&pd_rd_w=agprt&pd_rd_wg=CbpCP&pf_rd_p=53eff971-6e12-4016-9864-b6dfd929b2b3&pf_rd_r=HJNCXM4AQNSV04REHNN2&qid=1569595399&sprefix=comfy%2Caps%2C677&tag=5042nst800sr-20	2019-09-27 14:44:30+00:00	247857712	PeterLBrandt
1177554855138910208	@DanFitzpatrick @SJosephBurns @TrendSpider @DanZanger @MarwoodJB @austinsilverfx @GossettTrading @markminervini @naval @Stocktwits @traderstewie @Wealth_Theory @dmuthuk @iancassel @jposhaughnessy And sometimes pretty darned pathetic 😉		DanFitzpatrick|SJosephBurns|TrendSpider|DanZanger|MarwoodJB|austinsilverfx|GossettTrading|markminervini|naval|Stocktwits|traderstewie|Wealth_Theory|dmuthuk|iancassel|jposhaughnessy		2019-09-27 12:05:30+00:00	247857712	PeterLBrandt
1177551406632448000	@MalayaTripathi I believe in the fundamental narrative of BTC and think there is a 50% chance it can go above $100,000, but a 50% chance it becomes a beanie baby.		MalayaTripathi		2019-09-27 11:51:47+00:00	247857712	PeterLBrandt
1177397388719394816	@MichaelCoudrey Wonder if this clip will be on NBC, CBS, MSNBC, CNN, PBS or others similar media channels?		MichaelCoudrey		2019-09-27 01:39:47+00:00	247857712	PeterLBrandt
1177389432351141888	@MalayaTripathi Trend is down. I believe that the charts will indicate when it is time to load up again -- I have no desire to pick a bottom.		MalayaTripathi		2019-09-27 01:08:10+00:00	247857712	PeterLBrandt
1177345310047297536	La historia del taco. La tendencia es tu amiga. $MXNUSD https://t.co/TeMSZZDKEr				2019-09-26 22:12:50+00:00	247857712	PeterLBrandt
1177335742433038344	The Tale of the Taco #MexicanPeso https://t.co/zhYKstwJPd	MexicanPeso			2019-09-26 21:34:49+00:00	247857712	PeterLBrandt
1177334375953895438	@FiboSwanny Wheat Chex. Same company.		FiboSwanny		2019-09-26 21:29:23+00:00	247857712	PeterLBrandt
1177334208957755392	@ne_crypto401 I am a believer in the bull narrative, but as a Bayesian I am forced to respect the charts.		ne_crypto401		2019-09-26 21:28:43+00:00	247857712	PeterLBrandt
1177333485926850560	@Andrew_Kelly1 Thanks Andrew		Andrew_Kelly1		2019-09-26 21:25:51+00:00	247857712	PeterLBrandt
1177315959197114368	New Weekly Crypto Report published for #bitcoin Live members.Link:https://t.co/VEHJ3jPOsb https://t.co/f9Ur1BQnUs	bitcoin		https://buff.ly/2nDc2F9	2019-09-26 20:16:12+00:00	247857712	PeterLBrandt
1177303041306968064	@crizzphoenix Yes		crizzphoenix		2019-09-26 19:24:52+00:00	247857712	PeterLBrandt
1177275035414908932	@DVCapital Actually, Nifty is within 10% of the value of my previous calls. If global stocks develop bear trend I will be proven right on Nifty.		DVCapital		2019-09-26 17:33:35+00:00	247857712	PeterLBrandt
1177271445015207946	@DVCapital Hey, I make bold calls and many of them are totally wrong. I am a trader. I use stops. I do not mind being wrong.		DVCapital		2019-09-26 17:19:19+00:00	247857712	PeterLBrandt
1177270360586235905	@krugman25 Not exactly. Most mistakenly thought the desc. tri would breakout to upside, or that we had a bullish sym tri.		krugman25		2019-09-26 17:15:01+00:00	247857712	PeterLBrandt
1177260750563422215	Hey trolls, my guess is that you will not screen capture this tweet to be part of your one-sided selective cherry-picking reporting.				2019-09-26 16:36:50+00:00	247857712	PeterLBrandt
1177259523201015809	@MikeCautillo In each case the dominant up trend was re-confirmed. I will wait for such an event before re-employing capital. This way I side-step the 80%ers		MikeCautillo		2019-09-26 16:31:57+00:00	247857712	PeterLBrandt
1176837150052163585	@Pivotal_Pivots @RaoulGMI @Karpyperth Thanks Jeff		Pivotal_Pivots|RaoulGMI|Karpyperth		2019-09-25 12:33:35+00:00	247857712	PeterLBrandt
1176670354225455104	@sf718e Pretty silent now. They will be back in force the next time I miss a move.		sf718e		2019-09-25 01:30:48+00:00	247857712	PeterLBrandt
1176637011903602690	The hardest part of trading is not what to do when the world gets turned upside (such as now in BTC) -- the hardest part is making the tough decisions in advance so that one is not forced to act in haste when things become crazy.				2019-09-24 23:18:19+00:00	247857712	PeterLBrandt
1176628376796311560	$BCH target is 127.50. https://t.co/NX0yPtTyHf				2019-09-24 22:44:00+00:00	247857712	PeterLBrandt
1176243870339723264	@prrobbins To obsess over details in pursuit of excellence		prrobbins		2019-09-23 21:16:06+00:00	247857712	PeterLBrandt
1176092540174340097	@RaoulGMI @Karpyperth My tweet represented an observation not an opinion		RaoulGMI|Karpyperth		2019-09-23 11:14:46+00:00	247857712	PeterLBrandt
1175962043603664896	"Reminder we will NOT participate in crypto ""giveaways"" do NOT click on links claiming to be Peter. Report them to Twitter. Thank you for your help. Admin posted https://t.co/Fu6TIkBs0z"				2019-09-23 02:36:14+00:00	247857712	PeterLBrandt
1175501312416518144	#bitcoin $BTC$100,000 or $0 -- which one?In this 25-minute video recorded in early Sept I provide my overview of Bitcoin. It provides my perspective on trading cryptos. https://t.co/9ejrWlDkcQ	bitcoin		https://youtu.be/2-MssxEfO10	2019-09-21 20:05:27+00:00	247857712	PeterLBrandt
1175453445895143424	Thanks to all of you who corrected me on this Tweet. How stupid of me to think that the majority of BTC traders were expecting higher prices, when in fact they expect prices to go down. Once again I took a millennial spanking.				2019-09-21 16:55:15+00:00	247857712	PeterLBrandt
1175445188417859589	@Rhythmtrader One thing everyone learned from BTC in Dec 2017 Buying BTC is a wonderful way to be separated from one's money.		Rhythmtrader		2019-09-21 16:22:26+00:00	247857712	PeterLBrandt
1175399813640282113	One thing I have learned from 45 years of trading:Markets have a tendency to do what the most number of market participants least expect and don't want to happen. Descending triangles are most often bearish. $BTC https://t.co/bKlYPke8AA				2019-09-21 13:22:08+00:00	247857712	PeterLBrandt
1175398031803473927	Bear market candidates @allstarcharts Is the beauty about to become the beast? $DIS #Disney https://t.co/85vdUopjfS	Disney	allstarcharts		2019-09-21 13:15:03+00:00	247857712	PeterLBrandt
1174790905947217920	New weekly video report published for #bitcoin live members.Link:https://t.co/SulE0ScJ4g#crypto $btc https://t.co/V7EvXxldsK	bitcoin|crypto		https://buff.ly/2V33tzS	2019-09-19 21:02:33+00:00	247857712	PeterLBrandt
1174137405915484160	@prentic4 @fundstrat @NicTrades @WalkingDead_AMC Frankly, I think lambos are an invention to separate fools from their money.		prentic4|fundstrat|NicTrades|WalkingDead_AMC		2019-09-18 01:45:46+00:00	247857712	PeterLBrandt
1174101291687186435	@fundstrat @NicTrades @WalkingDead_AMC Typically I buy vehicles at 30k miles and drive them another 200k miles.		fundstrat|NicTrades|WalkingDead_AMC		2019-09-17 23:22:16+00:00	247857712	PeterLBrandt
1174024929186144256	@Michael_Grippi 6047 -- only if there is a decisive close below 9071. The strength of the other macro caps and alt-coins today is rather impressive.		Michael_Grippi		2019-09-17 18:18:50+00:00	247857712	PeterLBrandt
1173275058476920833	@NicTrades Here is my cherished ride https://t.co/MBKmkRAvLO		NicTrades		2019-09-15 16:39:06+00:00	247857712	PeterLBrandt
1173267046018273281	@ppogodin @TechCharts @prrobbins Pathetic		ppogodin|TechCharts|prrobbins		2019-09-15 16:07:16+00:00	247857712	PeterLBrandt
1173266514402783233	@BigMikD1 @TechCharts @prrobbins Not at all. After 45 years of trading my metrics are well established and stable		BigMikD1|TechCharts|prrobbins		2019-09-15 16:05:09+00:00	247857712	PeterLBrandt
1173242398228582400	@prrobbins With a win rate approx 50%, my default expectation is my next trade will be a loser — this expectation keeps me grounded in risk management		prrobbins		2019-09-15 14:29:20+00:00	247857712	PeterLBrandt
1173235258092859392	True true https://t.co/pPyrJdcOYp				2019-09-15 14:00:57+00:00	247857712	PeterLBrandt
1173036966193049600	@cluechip @jatin_khemani For obvious reasons I do not share net worth figures. According to Psyquation (best data on the subject) only 1.2% of those who attempt to trade for a living actually make it.		cluechip|jatin_khemani		2019-09-15 00:53:01+00:00	247857712	PeterLBrandt
1172921150961311745	"A Premium #Factormembers post was issued ""Factor Update, September 14, 2019"".   Please see here https://t.co/j3txUnBjJf for more details."	Factormembers		https://www.peterlbrandt.com/premium-reports/	2019-09-14 17:12:48+00:00	247857712	PeterLBrandt
1172513815084326918	@MartelliMr @_nickethan @CiovaccoCapital Schabacker (1933) and Edwards &amp; Magee (1948) acknowledged the existence of the inverted continuation HnS. That’s good enough for me.		MartelliMr|_nickethan|CiovaccoCapital		2019-09-13 14:14:12+00:00	247857712	PeterLBrandt
1172480517670879235	For Bitcoin Live members the latest #Crypto report was published.Link:https://t.co/X6DoONIquX https://t.co/GlQpHaCiC7	Crypto		https://buff.ly/30fF2QR	2019-09-13 12:01:53+00:00	247857712	PeterLBrandt
1172306674717081601	@_nickethan @CiovaccoCapital Height of the pattern projected upwards. Standard Schabacker measuring. If it comes to pass it will build the bears a new one.		_nickethan|CiovaccoCapital		2019-09-13 00:31:06+00:00	247857712	PeterLBrandt
1172291565659672576	@CiovaccoCapital Chris, the inverted continuation H&amp;S pattern has been my default expectation for some time. It is similar to what happened to Gold prior to its meteoric rise in 2010 https://t.co/bLll1RM8tD		CiovaccoCapital		2019-09-12 23:31:04+00:00	247857712	PeterLBrandt
1172205403192483841	@MomentumHunter_ 30% of what? Value of option? Underlying value of SPY?  ROR is meaningless unless measured against entire nominal AUM		MomentumHunter_		2019-09-12 17:48:41+00:00	247857712	PeterLBrandt
1172116166615228416	@mark_dow Quite sure the envirowackies will once again proclaim “peak oil”		mark_dow		2019-09-12 11:54:05+00:00	247857712	PeterLBrandt
1172115094525882368	@BigCheds Alt-coins are to crypto what the “red-light” district is to real estate		BigCheds		2019-09-12 11:49:50+00:00	247857712	PeterLBrandt
1171965302663458821	@EBoboch @williamoneilco @jackschwager @steenbab Thanks Eve.		EBoboch|williamoneilco|jackschwager|steenbab		2019-09-12 01:54:36+00:00	247857712	PeterLBrandt
1171965011125817344	@belgrano_r @BobLoukas Honestly, I think baby-boomers are victims of our belief that it is all about us. We are the most selfish of all generations, which is ironic because our parents (greatest generation) did the best job of paying it forward.		belgrano_r|BobLoukas		2019-09-12 01:53:27+00:00	247857712	PeterLBrandt
1171964520958480384	@craigstatler @BobLoukas That's ok, the market itself will talk him out of it.		craigstatler|BobLoukas		2019-09-12 01:51:30+00:00	247857712	PeterLBrandt
1171961274734977024	@BobLoukas Every generation has their own victim class. For millennial, the predators will be student loans and alt-coins.		BobLoukas		2019-09-12 01:38:36+00:00	247857712	PeterLBrandt
1171903071456092161	@BobLoukas Yup		BobLoukas		2019-09-11 21:47:19+00:00	247857712	PeterLBrandt
1171889131221184513	@gordongekko369 @singhsoro Would love to see better RS development. Then we could have a “bet the farm” trade.		gordongekko369|singhsoro		2019-09-11 20:51:56+00:00	247857712	PeterLBrandt
1171886506866135040	@singhsoro As always the market will make the final arbitration. What we think matters not.		singhsoro		2019-09-11 20:41:30+00:00	247857712	PeterLBrandt
1171885769587220480	@singhsoro Except of course if it becomes a descending triangle. Most right-angled triangles thrust through horizontal boundary		singhsoro		2019-09-11 20:38:34+00:00	247857712	PeterLBrandt
1171884352663212032	This removes one of the perma-bears main arguments. $RTY_F. JO per plb https://t.co/xbRVesqsKZ				2019-09-11 20:32:56+00:00	247857712	PeterLBrandt
1171883063682334720	@YangVentures I believe in outliers it is why most short gamma traders implode Poppers was brilliant but I cannot agree with his political philosophies.		YangVentures		2019-09-11 20:27:49+00:00	247857712	PeterLBrandt
1171791978239070208	@Frequent_nomad But not one-and-done probabilities		Frequent_nomad		2019-09-11 14:25:53+00:00	247857712	PeterLBrandt
1171791781488418816	@gaborgurbacs Truthfully, every very successful discretionary trader I have met was a Bayesian even if they did not know the term		gaborgurbacs		2019-09-11 14:25:06+00:00	247857712	PeterLBrandt
1171790452099600387	As a trader I think assigning a “one &amp; done” probability to a trade outcome lacks insight. Rather, I believe in Bayesian probability theory				2019-09-11 14:19:49+00:00	247857712	PeterLBrandt
1171788393359073281	As a chartist I question the validity of assigning probabilities to chart patterns. It is far better to think in terms of possibilities.				2019-09-11 14:11:38+00:00	247857712	PeterLBrandt
1171787089911930880	@MomentumHunter_ I am right on 50% of my trades. My win size is &gt;3x my loss size. These are the only metrics that matter		MomentumHunter_		2019-09-11 14:06:27+00:00	247857712	PeterLBrandt
1171786385776349184	@scottmelker I question whether N= sample size is large enough to assign probabilities. I think it is preferable to think in terms of possibilities.		scottmelker		2019-09-11 14:03:39+00:00	247857712	PeterLBrandt
1171785273346330625	@singhsoro Agree most sym tris are continuation. My contention is that it is not a sym tri but a descending triangle. Time will tell.		singhsoro		2019-09-11 13:59:14+00:00	247857712	PeterLBrandt
1171517710737362944	"In case you missed Peter's latest Blog Post.Title:  ""Equities Show Promise""Link:  https://t.co/MnE3LIx5yY https://t.co/lPiszifdMm"			https://buff.ly/2A9JWEc	2019-09-10 20:16:02+00:00	247857712	PeterLBrandt
1171465506039058434	@MightyChartist @BobLoukas @DavidQu93638345 I guess I should reword it to state the expectation of 80 losses to find 10 really good trades, but that does not make very good copy		MightyChartist|BobLoukas|DavidQu93638345		2019-09-10 16:48:36+00:00	247857712	PeterLBrandt
1171460986529693696	This is what the Brandt men do after a hot day in the Arizona desert. https://t.co/iYmBa8GWAN			https://youtu.be/0R-KIfszMcQ	2019-09-10 16:30:38+00:00	247857712	PeterLBrandt
1171451497294360578	An acquaintance once asked me to give him a heads up if I saw a winning trade coming. Good luck with that idea. I've never known what trades would be my big winners. Winning trades come from the process of taking small losses.				2019-09-10 15:52:56+00:00	247857712	PeterLBrandt
1171400809386532864	"A new Blog Post by Peter on the Factor Website -  ""Equities Show Promise""Link:https://t.co/MnE3LIfuHq"			https://buff.ly/2A9JWEc	2019-09-10 12:31:31+00:00	247857712	PeterLBrandt
1171393498081370114	RT @PeterLBrandt: Peter's most recent Bitcoin Live member video is now a Public Blog post.  You can watch the video on Bitcoin live here.…		PeterLBrandt		2019-09-10 12:02:28+00:00	247857712	PeterLBrandt
1171085154586189824	Peter's most recent Bitcoin Live member video is now a Public Blog post.  You can watch the video on Bitcoin live here.  More of an intermediate time-frame view, best for investors and position traders.    (Admin)Link:https://t.co/Q1jDIBXdTU			https://buff.ly/2Lr4cGH	2019-09-09 15:37:13+00:00	247857712	PeterLBrandt
1171074312394203137	@Cryptosomniac @overheardcoffee That run up did not include a descending triangle, but a sym triangle. https://t.co/IVgwdk7NXL		Cryptosomniac|overheardcoffee		2019-09-09 14:54:08+00:00	247857712	PeterLBrandt
1171073311897530368	@Wagimus @JordanLipstock FDIC-backed?????? I don't believe it for a second.		Wagimus|JordanLipstock		2019-09-09 14:50:09+00:00	247857712	PeterLBrandt
1171072589491576833	@overheardcoffee Not to criticize Bulkowski (the volume of his work speaks for itself), but the law of large numbers is the basis for probability. The sample is not large enough to over-rule Schabacker, Edwards and Magee.		overheardcoffee		2019-09-09 14:47:17+00:00	247857712	PeterLBrandt
1170738427542876160	@allstarcharts JC, I agree with your excellent report this week. Global equity markets could be set for upward explosion. Factor is long China, Emerging Markets, S&amp;Ps, DAX		allstarcharts		2019-09-08 16:39:27+00:00	247857712	PeterLBrandt
1170697997283405824	@simoikon3n @HODL_IOTA Two questions about IOTA1. Does it bark like a dog?2. If you take it for a walk on a leash does it drag you into the gutter?		HODL_IOTA		2019-09-08 13:58:47+00:00	247857712	PeterLBrandt
1170425989618446337	@phish73 Tether is a currency made up by unregulated exchanges		phish73		2019-09-07 19:57:56+00:00	247857712	PeterLBrandt
1170425686013730817	@PeteVanW75 @wmiddelkoop Call it what you want. Lots of that going on. According to Edwards and Magee, flags that last longer than three weeks are not flags. Oh well. What should it matter? They are just a bunch of lines anyway. 🙂		wmiddelkoop		2019-09-07 19:56:43+00:00	247857712	PeterLBrandt
1170417562510864384	@NikiSchullin One step at a time. But yes, the weekly MA would come under assault if the descending triangle plays out.		NikiSchullin		2019-09-07 19:24:26+00:00	247857712	PeterLBrandt
1170417292473225218	@leokcheng Different time frames. As usual, we need to react and not get too far out predicting. I still have a sizable position bet on the bullish outcome.		leokcheng		2019-09-07 19:23:22+00:00	247857712	PeterLBrandt
1170416876834512896	@Nuggy1980 Sometimes irritating. But I always must remember that for me to make money other have to lose it.		Nuggy1980		2019-09-07 19:21:43+00:00	247857712	PeterLBrandt
1170416551960301568	@ScottyJC88 Different time frames. Every heard of the concept?		ScottyJC88		2019-09-07 19:20:25+00:00	247857712	PeterLBrandt
1170416341540646912	@AbascalSays @hodlerandco That is your curve, not mine. Blocked.		AbascalSays|hodlerandco		2019-09-07 19:19:35+00:00	247857712	PeterLBrandt
1170379340221165569	@Jamyye @CarpeNoctom BLX is default standard		Jamyye|CarpeNoctom		2019-09-07 16:52:33+00:00	247857712	PeterLBrandt
1170379011203194880	BLX should be considered the default standard. Closing price charts are most honest. Descending triangle top. For you Wyckoffians, note low volume rallies and slugs of volume at peaks. https://t.co/LHetyzvwU8				2019-09-07 16:51:15+00:00	247857712	PeterLBrandt
1170373352403476481	@CarpeNoctom I gladly present the commonly accepted index. Descending triangle. It may blow through upper boundary, but it is a descending triangle, not a symmetrical triangle. But hey, call it what you want.		CarpeNoctom		2019-09-07 16:28:46+00:00	247857712	PeterLBrandt
1170322846658306049	@Crypto50825091 Double digit		Crypto50825091		2019-09-07 13:08:04+00:00	247857712	PeterLBrandt
